CLIENTE,PRODUCTO,CIUDAD,VENDEDOR,ESTADO,VALOR VENTA,Comision,Otro
Camila Vanegas,Acido Clorhidrico-Muriático,CUCUTA,Arenas And,Cerrado,5435808,152202,624
Manuela Zapata,Kerosene,BOGOTA,Zapata Nat,Abierto,1402720,39276,16
Juan Cardona,Acido Sulfúrico,BOGOTA,Cely Lui,Abierto,6709950,187878,6
Andrea Arenas,Kerosene,MEDELLIN,Cely Lui,Cerrado,319380140,8942643,92
Alejandro Rodríguez,Kerosene,MEDELLIN,Cely Lui,Abierto,4612574,129152,072
Luisa Cely,Acetileno,PEREIRA,García Val,Abierto,5058326,141633,128
Nataly Muriel,Alquitran,PEREIRA,Vanegas Cam,Abierto,1441409,40359,452
Manuela Zapata,Alquitran,SINCELEJO,Zapata Nat,Ingresado,7843669,219622,732
Camila Vanegas,Cloruro de Amonio,PASTO,Zapata Man,Abierto,2399320,67180,96
Clara Sánchez,Acido Clorhidrico-Muriático,MEDELLIN,Cardona Jua,Abierto,1448144,40548,032
Camila Vanegas,Eter Etílico,BOGOTA,Alzate Val,Abierto,2640316,73928,848
Valentina García,Acido Sulfúrico,BUCARAMANGA,Sánchez Mar,Abierto,2767863,77500,164
Geraldine Ortiz,Gas,NEIVA,Cardona Jua,Cerrado,5104047,142913,316
Valerie Zapata,Acetileno,BARRANQUILLA,Cardona Jua,Abierto,1700000,47600
Andrea Arenas,Acido Clorhidrico-Muriático,PEREIRA,Ortiz Ger,Abierto,4123161,115448,508
Valentina De Los Ríos,Alquitran,BOGOTA,Vanegas Cam,Abierto,6762553,189351,484
Manuela Betancur,Eter Etílico,BOGOTA,García Val,Cerrado,6426734,179948,552
Alejandro Rodríguez,Kerosene,MEDELLIN,Zapata Nat,Ingresado,3040000,85120
Geraldine Ortiz,Cloruro de Amonio,FLORENCIA,García Val,Abierto,1950000,54600
Valentina García,Cloruro de Amonio,NEIVA,Alzate Val,Pendiente envío,1475192,41305,376
Diego Zapata,Alquitran,NEIVA,Zapata Die,Abierto,2329293,65220,204
Valentina Alzate,Toluol,MEDELLIN,Rodríguez Ale,Pendiente envío,4453536,124699,008
Manuela Zapata,Toluol,CALDAS,Sánchez Mar,Abierto,2236666,62626,648
Geraldine Ortiz,Acido Clorhidrico-Muriático,POPAYAN,Betancur Man,Abierto,37140911,1039945,508
Manuela Zapata,Gas,MEDELLIN,Gómez Man,Abierto,19308362,540634,136
Valentina Zapata,Toluol,BOGOTA,Gómez Man,Abierto,3869152,108336,256
Camila Vanegas,Alquitran,BOGOTA,Grajales Cri,Abierto,5800000,162400
Camila Vanegas,Eter Etílico,BOGOTA,Zapata Nat,Cerrado,2664967,74619,076
Valentina De Los Ríos,Acido Sulfúrico,PASTO,Zapata Nat,Abierto,2920210,81765,88
Geraldine Ortiz,Eter Etílico,PEREIRA,Alzate Val,Pendiente envío,1952050,54657,4
Valentina Alzate,Kerosene,TULUA,De Los Ríos Val,Cerrado,2000000,56000
Valentina García,Alquitran,CARTAGENA,Sánchez Mar,Ingresado,1367422,38287,816
Manuela Gómez,Acetona ,MEDELLIN,Vanegas Cam,Abierto,1722871,48240,388
Manuela Betancur,Toluol,TULUA,García Val,Abierto,26142068,731977,904
Juliana Pérez,Toluol,MEDELLIN,Sánchez Mar,Abierto,21293748,596224,944
Alejandro Rodríguez,Eter Etílico,MEDELLIN,Sánchez Mar,Ingresado,3327732,93176,496
Manuela Zapata,Acido Clorhidrico-Muriático,NEIVA,Betancur Man,Cerrado,1748851,48967,828
Diego Zapata,Alquitran,MANIZALES,Grajales Cri,Abierto,4730000,132440
Juliana Pérez,Toluol,PEREIRA,Muriel Nat,Pendiente envío,2950397,82611,116
Nataly Muriel,Kerosene,CALI,Zapata Val,Abierto,7241551,202763,428
Camila Vanegas,Alquitran,MEDELLIN,Vanegas Cam,Abierto,1687302,47244,456
Camila Vanegas,Toluol,POPAYAN,Ortiz Ger,Abierto,10278714,287803,992
Natalia Zapata,Cloruro de Amonio,PASTO,Zapata Nat,Abierto,2556640,71585,92
Alejandro Rodríguez,Cloruro de Amonio,SINCELEJO,Betancur Man,Abierto,1671975,46815,3
Camila Vanegas,Acetileno,NEIVA,Grajales Cri,Abierto,1837784,51457,952
Camila Vanegas,Acetileno,MEDELLIN,Gómez Man,Abierto,3235153,90584,284
Valerie Zapata,Acetileno,CALI,García Val,Abierto,6977388,195366,864
Andrea Arenas,Acetileno,CALI,Rodríguez Ale,Abierto,9612263,269143,364
Manuela Gómez,Kerosene,NEIVA,Zapata Nat,Abierto,1620931,45386,068
Juan Cardona,Acetileno,BOGOTA,Cely Lui,Abierto,2193621,61421,388
Valentina García,Acetileno,MEDELLIN,Muriel Nat,Abierto,8151563,228243,764
Manuela Zapata,Cloruro de Amonio,PEREIRA,Pérez Jul,Abierto,3200000,89600
Nataly Muriel,Acido Sulfúrico,CALI,Arenas And,Ingresado,7057260,197603,28
Natalia Zapata,Toluol,PASTO,Rodríguez Ale,Abierto,1872783,52437,924
Valentina Zapata,Acido Sulfúrico,BOGOTA,Pérez Jul,Ingresado,2003660,56102,48
Nataly Muriel,Eter Etílico,MEDELLIN,Vanegas Cam,Abierto,3006506,84182,168
Cristián Grajales,Toluol,PASTO,Cardona Jua,Pendiente envío,2561832,71731,296
Andrea Arenas,Acetileno,MEDELLIN,Zapata Die,Abierto,1711842,47931,576
Luisa Cely,Acetileno,BOGOTA,Zapata Die,Ingresado,2646282,74095,896
Cristián Grajales,Acido Sulfúrico,BOGOTA,Pérez Jul,Abierto,1840000,51520
Geraldine Ortiz,Acido Sulfúrico,CALDAS,Gómez Man,Abierto,3581086,100270,408
Valentina García,Acetona ,POPAYAN,Alzate Val,Abierto,10511842,294331,576
Valentina De Los Ríos,Gas,MEDELLIN,Zapata Nat,Ingresado,1597598,44732,744
Clara Sánchez,Acido Clorhidrico-Muriático,PASTO,Vanegas Cam,Pendiente envío,14000000,392000
Natalia Zapata,Acido Sulfúrico,MEDELLIN,Pérez Jul,Ingresado,1683696,47143,488
Alejandro Rodríguez,Alquitran,IBAGUE,Zapata Val,Abierto,1900000,53200
Camila Vanegas,Acido Sulfúrico,BOGOTA,García Val,Abierto,5874422,164483,816
Valentina García,Acido Clorhidrico-Muriático,BOGOTA,Gómez Man,Abierto,2182958,61122,824
Juliana Pérez,Alquitran,PASTO,Gómez Man,Abierto,3458799,96846,372
Manuela Zapata,Eter Etílico,FLORENCIA,De Los Ríos Val,Abierto,1626008,45528,224
Alejandro Rodríguez,Gas,MEDELLIN,Cely Lui,Abierto,1986456,55620,768
Juan Cardona,Eter Etílico,BOGOTA,Vanegas Cam,Abierto,6675594,186916,632
Manuela Gómez,Toluol,CALI,Cardona Jua,Pendiente envío,1568120,43907,36
Juliana Pérez,Acido Clorhidrico-Muriático,MEDELLIN,Vanegas Cam,Abierto,4344974,121659,272
Manuela Zapata,Kerosene,MEDELLIN,Ortiz Ger,Pendiente envío,14813182,414769,096
Clara Sánchez,Cloruro de Amonio,MEDELLIN,Cardona Jua,Cerrado,4431205,124073,74
Geraldine Ortiz,Eter Etílico,CUCUTA,Sánchez Mar,Cerrado,10888020,304864,56
Valentina García,Acido Clorhidrico-Muriático,MEDELLIN,Rodríguez Ale,Abierto,8838808,247486,624
Luisa Cely,Acido Clorhidrico-Muriático,PEREIRA,García Val,Ingresado,2878997,80611,916
Valentina De Los Ríos,Acido Sulfúrico,BOGOTA,Rodríguez Ale,Abierto,5897005,165116,14
Geraldine Ortiz,Acido Sulfúrico,BOGOTA,Sánchez Mar,Abierto,1426750,39949
Luisa Cely,Toluol,BOGOTA,Arenas And,Cerrado,3993750,111825
Juliana Pérez,Acido Clorhidrico-Muriático,CALI,Muriel Nat,Abierto,6958058,194825,624
Andrea Arenas,Toluol,BOGOTA,Ortiz Ger,Abierto,1418914,39729,592
Geraldine Ortiz,Acetona ,BOGOTA,Zapata Val,Abierto,1682957,47122,796
Alejandro Rodríguez,Gas,BOGOTA,Cely Lui,Abierto,2700000,75600
Natalia Zapata,Acetileno,MEDELLIN,Pérez Jul,Ingresado,3217212,90081,936
Valentina Alzate,Eter Etílico,FLORENCIA,Zapata Die,Abierto,4096897,114713,116
Valerie Zapata,Alquitran,MEDELLIN,Vanegas Cam,Abierto,3500000,98000
Geraldine Ortiz,Acido Sulfúrico,PEREIRA,Arenas And,Ingresado,1350000,37800
Valerie Zapata,Toluol,MEDELLIN,Muriel Nat,Abierto,1625388,45510,864
Manuela Gómez,Acetileno,MEDELLIN,Muriel Nat,Abierto,1684625,47169,5
Valerie Zapata,Acetona ,BARRANQUILLA,Zapata Nat,Abierto,5114355,143201,94
Geraldine Ortiz,Kerosene,PEREIRA,Rodríguez Ale,Abierto,1721901,48213,228
Juliana Pérez,Cloruro de Amonio,MEDELLIN,Vanegas Cam,Ingresado,3100000,86800
Juliana Pérez,Cloruro de Amonio,PASTO,Betancur Man,Abierto,2596640,72705,92
Manuela Betancur,Toluol,BOGOTA,Zapata Val,Abierto,4034738,112972,664
Alejandro Rodríguez,Eter Etílico,MEDELLIN,Alzate Val,Abierto,3019808,84554,624
Camila Vanegas,Acido Sulfúrico,NEIVA,Muriel Nat,Abierto,1785962,50006,936
Cristián Grajales,Acetileno,BOGOTA,Muriel Nat,Abierto,6661886,186532,808
Valentina García,Kerosene,NEIVA,Arenas And,Abierto,12869439,360344,292
Andrea Arenas,Acetona ,MEDELLIN,Vanegas Cam,Ingresado,4181920,117093,76
Manuela Zapata,Acetileno,NEIVA,Arenas And,Abierto,2297448,64328,544
Clara Sánchez,Eter Etílico,MEDELLIN,Vanegas Cam,Abierto,4228213,118389,964
Alejandro Rodríguez,Acetileno,VALLEDUPAR,Pérez Jul,Abierto,7756835,217191,38
Manuela Zapata,Gas,MEDELLIN,García Val,Abierto,2097835,58739,38
Juliana Pérez,Acido Sulfúrico,BOGOTA,Pérez Jul,Abierto,1949200,54577,6
Geraldine Ortiz,Cloruro de Amonio,CUCUTA,Ortiz Ger,Cerrado,5190923,145345,844
Manuela Betancur,Kerosene,BOGOTA,Arenas And,Abierto,6446678,180506,984
Juliana Pérez,Cloruro de Amonio,NEIVA,Cely Lui,Abierto,2369719,66352,132
Juliana Pérez,Acetona ,MEDELLIN,Muriel Nat,Cerrado,10910425,305491,9
Valentina Alzate,Acetileno,IBAGUE,Muriel Nat,Abierto,10301375,288438,5
Camila Vanegas,Cloruro de Amonio,CARTAGENA,Zapata Man,Pendiente envío,1430000,40040
Valentina Alzate,Acetileno,MEDELLIN,Zapata Die,Abierto,1589218,44498,104
Andrea Arenas,Acetileno,PASTO,Rodríguez Ale,Abierto,2472750,69237
Valentina Zapata,Toluol,MEDELLIN,Betancur Man,Abierto,1561653,43726,284
Manuela Gómez,Acetileno,BOGOTA,Gómez Man,Abierto,2252350,63065,8
Nataly Muriel,Eter Etílico,MONTERIA,De Los Ríos Val,Abierto,1696132,47491,696
Alejandro Rodríguez,Kerosene,POPAYAN,Rodríguez Ale,Abierto,1542680,43195,04
Juan Cardona,Kerosene,BOGOTA,Zapata Man,Ingresado,6143561,172019,708
Manuela Gómez,Toluol,PEREIRA,Alzate Val,Abierto,4085312,114388,736
Luisa Cely,Acetileno,MEDELLIN,Arenas And,Pendiente envío,1457200,40801,6
Juan Cardona,Cloruro de Amonio,MEDELLIN,De Los Ríos Val,Abierto,16709137,467855,836
Manuela Betancur,Eter Etílico,PASTO,Cardona Jua,Cerrado,1762500,49350
Andrea Arenas,Acetileno,PEREIRA,Grajales Cri,Abierto,2897500,81130
Nataly Muriel,Toluol,ARMENIA,García Val,Abierto,1990286,55728,008
Valerie Zapata,Gas,BOGOTA,Betancur Man,Cerrado,1909200,53457,6
Luisa Cely,Alquitran,ARMENIA,Cardona Jua,Abierto,10146091,284090,548
Diego Zapata,Acido Sulfúrico,MEDELLIN,Cely Lui,Abierto,3210053,89881,484
Juliana Pérez,Acido Clorhidrico-Muriático,NEIVA,Pérez Jul,Abierto,12187737,341256,636
Juan Cardona,Cloruro de Amonio,MEDELLIN,Pérez Jul,Abierto,1896482,53101,496
Valerie Zapata,Alquitran,MEDELLIN,Gómez Man,Cerrado,4180460,117052,88
Juliana Pérez,Cloruro de Amonio,CALDAS,Zapata Die,Ingresado,17432494,488109,832
Camila Vanegas,Acido Sulfúrico,PEREIRA,Zapata Val,Abierto,2803849,78507,772
Cristián Grajales,Gas,PEREIRA,Zapata Val,Abierto,4013790,112386,12
Cristián Grajales,Gas,MEDELLIN,Arenas And,Ingresado,3165888,88644,864
Alejandro Rodríguez,Toluol,BOGOTA,Cely Lui,Pendiente envío,1404119,39315,332
Diego Zapata,Acetona ,PASTO,Zapata Die,Abierto,2422116,67819,248
Valentina Alzate,Acetileno,MONTERIA,Pérez Jul,Abierto,16813848,470787,744
Valentina De Los Ríos,Acetileno,MEDELLIN,Rodríguez Ale,Pendiente envío,4444606,124448,968
Geraldine Ortiz,Gas,PASTO,Muriel Nat,Abierto,2450000,68600
Juan Cardona,Gas,CALI,Vanegas Cam,Abierto,1482363,41506,164
Valentina De Los Ríos,Gas,MEDELLIN,Grajales Cri,Abierto,4252271,119063,588
Valentina Zapata,Toluol,VALLEDUPAR,De Los Ríos Val,Pendiente envío,5590246,156526,888
Diego Zapata,Acetona ,MEDELLIN,Cardona Jua,Abierto,3615307,101228,596
Valentina Zapata,Acetileno,BARRANQUILLA,Cardona Jua,Abierto,24579900,688237,2
Camila Vanegas,Acetileno,MEDELLIN,Zapata Val,Abierto,4505328,126149,184
Diego Zapata,Alquitran,MEDELLIN,Gómez Man,Abierto,3070545,85975,26
Luisa Cely,Alquitran,BARRANQUILLA,Arenas And,Ingresado,1824129,51075,612
Cristián Grajales,Acetona ,BOGOTA,Muriel Nat,Pendiente envío,1831500,51282
Andrea Arenas,Eter Etílico,ARMENIA,García Val,Abierto,1400836,39223,408
Nataly Muriel,Cloruro de Amonio,BARRANQUILLA,Grajales Cri,Abierto,5663185,158569,18
Manuela Gómez,Acetona ,IBAGUE,Zapata Man,Abierto,28239104,790694,912
Nataly Muriel,Cloruro de Amonio,BOGOTA,Cardona Jua,Abierto,3879187,108617,236
Valentina Alzate,Acido Clorhidrico-Muriático,BOGOTA,Zapata Val,Abierto,2214113,61995,164
Cristián Grajales,Toluol,BOGOTA,Arenas And,Abierto,3094112,86635,136
Valentina García,Gas,MEDELLIN,Gómez Man,Abierto,3054914,85537,592
Valerie Zapata,Cloruro de Amonio,SANTA MARTA,Pérez Jul,Abierto,11953007,334684,196
Andrea Arenas,Cloruro de Amonio,MEDELLIN,Pérez Jul,Pendiente envío,3400000,95200
Juliana Pérez,Acetona ,PASTO,Cely Lui,Abierto,2605257,72947,196
Camila Vanegas,Kerosene,BOGOTA,Gómez Man,Abierto,2656130,74371,64
Valentina De Los Ríos,Toluol,MEDELLIN,Sánchez Mar,Abierto,3142749,87996,972
Valerie Zapata,Acetileno,BOGOTA,Zapata Nat,Abierto,2081124,58271,472
Juan Cardona,Acido Sulfúrico,MEDELLIN,Muriel Nat,Cerrado,14708583,411840,324
Valentina Zapata,Acido Clorhidrico-Muriático,MEDELLIN,Zapata Nat,Abierto,3194614,89449,192
Luisa Cely,Cloruro de Amonio,ARMENIA,Betancur Man,Abierto,25663595,718580,66
Luisa Cely,Toluol,MEDELLIN,Alzate Val,Cerrado,3090128,86523,584
Alejandro Rodríguez,Eter Etílico,VILLAVICENCIO,Zapata Val,Abierto,1917623,53693,444
Valentina De Los Ríos,Acetileno,TULUA,Zapata Die,Pendiente envío,1496179,41893,012
Valentina Alzate,Acido Clorhidrico-Muriático,CALI,Zapata Val,Ingresado,13307660,372614,48
Valentina García,Acetileno,MANIZALES,Arenas And,Cerrado,17001930,476054,04
Clara Sánchez,Acetileno,BUCARAMANGA,Muriel Nat,Abierto,1750000,49000
Geraldine Ortiz,Cloruro de Amonio,MEDELLIN,Sánchez Mar,Abierto,3528739,98804,692
Andrea Arenas,Acetileno,MEDELLIN,De Los Ríos Val,Abierto,2926042,81929,176
Camila Vanegas,Toluol,CALI,Ortiz Ger,Abierto,1665816,46642,848
Geraldine Ortiz,Alquitran,MEDELLIN,Arenas And,Ingresado,3265370,91430,36
Valerie Zapata,Eter Etílico,MEDELLIN,Grajales Cri,Ingresado,3135000,87780
Valentina De Los Ríos,Gas,NEIVA,Pérez Jul,Abierto,2225261,62307,308
Andrea Arenas,Acido Sulfúrico,NEIVA,Muriel Nat,Abierto,2328239,65190,692
Andrea Arenas,Toluol,SANTA MARTA,Arenas And,Cerrado,12310827,344703,156
Valentina Alzate,Acido Clorhidrico-Muriático,TULUA,Gómez Man,Abierto,1475250,41307
Natalia Zapata,Acetona ,BOGOTA,Zapata Die,Pendiente envío,6730464,188452,992
Clara Sánchez,Alquitran,MEDELLIN,Arenas And,Pendiente envío,1474331,41281,268
Nataly Muriel,Acetona ,NEIVA,Ortiz Ger,Ingresado,2321262,64995,336
Manuela Betancur,Cloruro de Amonio,BOGOTA,Betancur Man,Abierto,6334000,177352
Alejandro Rodríguez,Acetileno,PASTO,Grajales Cri,Ingresado,2055860,57564,08
Manuela Zapata,Eter Etílico,NEIVA,Ortiz Ger,Ingresado,2325584,65116,352
Valentina García,Alquitran,BOGOTA,Alzate Val,Abierto,1368419,38315,732
Valentina García,Toluol,PEREIRA,Pérez Jul,Abierto,2910031,81480,868
Juliana Pérez,Eter Etílico,FLORENCIA,De Los Ríos Val,Ingresado,1500000,42000
Manuela Betancur,Acido Clorhidrico-Muriático,BOGOTA,Zapata Man,Abierto,1424214,39877,992
Andrea Arenas,Acetona ,BUCARAMANGA,Cely Lui,Cerrado,15345321,429668,988
Valerie Zapata,Acido Clorhidrico-Muriático,BOGOTA,Betancur Man,Abierto,2034418,56963,704
Manuela Betancur,Eter Etílico,MEDELLIN,Ortiz Ger,Abierto,3478401,97395,228
Geraldine Ortiz,Acetileno,BOGOTA,Rodríguez Ale,Abierto,2639828,73915,184
Cristián Grajales,Toluol,CALI,Zapata Nat,Abierto,6981292,195476,176
Diego Zapata,Cloruro de Amonio,BOGOTA,Zapata Val,Abierto,1840000,51520
Valentina Alzate,Kerosene,BOGOTA,Grajales Cri,Cerrado,1655284,46347,952
Valentina Alzate,Alquitran,MEDELLIN,Cely Lui,Abierto,10042554,281191,512
Alejandro Rodríguez,Toluol,BOGOTA,Zapata Die,Abierto,2000000,56000
Clara Sánchez,Cloruro de Amonio,CALI,Cely Lui,Pendiente envío,18758906,525249,368
Valentina Zapata,Cloruro de Amonio,VILLAVICENCIO,Alzate Val,Cerrado,1911930,53534,04
Manuela Betancur,Acido Clorhidrico-Muriático,MEDELLIN,De Los Ríos Val,Pendiente envío,1461760,40929,28
Nataly Muriel,Acetileno,MEDELLIN,Zapata Die,Abierto,1657958,46422,824
Cristián Grajales,Acido Sulfúrico,BOGOTA,Gómez Man,Abierto,3896329,109097,212
Alejandro Rodríguez,Acido Clorhidrico-Muriático,MONTERIA,Muriel Nat,Cerrado,1627303,45564,484
Camila Vanegas,Kerosene,MEDELLIN,Cardona Jua,Pendiente envío,4249411,118983,508
Manuela Gómez,Eter Etílico,BOGOTA,De Los Ríos Val,Abierto,2675308,74908,624
Valerie Zapata,Cloruro de Amonio,BARRANQUILLA,Ortiz Ger,Abierto,8210208,229885,824
Valentina Alzate,Toluol,MEDELLIN,Alzate Val,Abierto,1931575,54084,1
Alejandro Rodríguez,Eter Etílico,MEDELLIN,Cely Lui,Abierto,3497000,97916
Valentina García,Acetona ,BOGOTA,Arenas And,Abierto,4025000,112700
Valentina Zapata,Alquitran,CARTAGENA,Sánchez Mar,Pendiente envío,8785935,246006,18
Valentina Alzate,Eter Etílico,NEIVA,García Val,Abierto,1380786,38662,008
Valentina Alzate,Acido Clorhidrico-Muriático,PEREIRA,Arenas And,Abierto,13361194,374113,432
Clara Sánchez,Gas,VILLAVICENCIO,Betancur Man,Abierto,7752588,217072,464
Valentina García,Toluol,CALI,García Val,Abierto,7394114,207035,192
Juan Cardona,Acetona ,NEIVA,De Los Ríos Val,Abierto,2390000,66920
Natalia Zapata,Eter Etílico,MEDELLIN,Rodríguez Ale,Abierto,4203683,117703,124
Valentina Alzate,Acido Sulfúrico,MEDELLIN,Grajales Cri,Abierto,3313327,92773,156
Valentina Zapata,Acetileno,MEDELLIN,Zapata Man,Abierto,2902028,81256,784
Alejandro Rodríguez,Gas,SANTA MARTA,Zapata Man,Abierto,16424534,459886,952
Geraldine Ortiz,Gas,PEREIRA,Sánchez Mar,Pendiente envío,1724942,48298,376
Juliana Pérez,Alquitran,MEDELLIN,Zapata Man,Abierto,4434271,124159,588
Valentina De Los Ríos,Kerosene,CALDAS,Zapata Man,Abierto,3310224,92686,272
Andrea Arenas,Acetona ,MEDELLIN,Alzate Val,Abierto,9609464,269064,992
Juan Cardona,Kerosene,FLORENCIA,Alzate Val,Abierto,1400000,39200
Clara Sánchez,Kerosene,BOGOTA,Alzate Val,Abierto,1415695,39639,46
Manuela Betancur,Cloruro de Amonio,PEREIRA,Sánchez Mar,Cerrado,16565939,463846,292
Valentina García,Alquitran,BUCARAMANGA,Grajales Cri,Abierto,3589476,100505,328
Manuela Gómez,Gas,POPAYAN,Rodríguez Ale,Cerrado,1524249,42678,972
Valentina Alzate,Alquitran,MEDELLIN,Ortiz Ger,Pendiente envío,1765169,49424,732
Juliana Pérez,Acetileno,BOGOTA,Arenas And,Abierto,1783062,49925,736
Natalia Zapata,Kerosene,BOGOTA,Cardona Jua,Abierto,1505057,42141,596
Nataly Muriel,Acido Sulfúrico,NEIVA,Ortiz Ger,Abierto,5336440,149420,32
Andrea Arenas,Toluol,PEREIRA,Arenas And,Abierto,2775473,77713,244
Geraldine Ortiz,Alquitran,BOGOTA,Zapata Man,Pendiente envío,5844201,163637,628
Luisa Cely,Gas,BOGOTA,Zapata Val,Abierto,1737328,48645,184
Cristián Grajales,Eter Etílico,NEIVA,Gómez Man,Abierto,1689219,47298,132
Camila Vanegas,Alquitran,MEDELLIN,Muriel Nat,Abierto,1448952,40570,656
Manuela Betancur,Cloruro de Amonio,MEDELLIN,Cely Lui,Pendiente envío,3212868,89960,304
Andrea Arenas,Acido Clorhidrico-Muriático,MEDELLIN,Alzate Val,Abierto,8834272,247359,616
Valentina De Los Ríos,Alquitran,BOGOTA,Sánchez Mar,Abierto,1906776,53389,728
Natalia Zapata,Acido Clorhidrico-Muriático,MEDELLIN,Zapata Val,Abierto,3409754,95473,112
Luisa Cely,Alquitran,BUCARAMANGA,Zapata Nat,Abierto,1975000,55300
Manuela Zapata,Kerosene,PASTO,Grajales Cri,Abierto,16585211,464385,908
Andrea Arenas,Acido Sulfúrico,BOGOTA,Gómez Man,Cerrado,2084796,58374,288
Valentina De Los Ríos,Acetona ,PEREIRA,Vanegas Cam,Abierto,4160772,116501,616
Nataly Muriel,Gas,PASTO,García Val,Abierto,2445070,68461,96
Alejandro Rodríguez,Acetona ,BARRANQUILLA,Sánchez Mar,Ingresado,1650000,46200
Valentina García,Eter Etílico,BOGOTA,Zapata Nat,Abierto,2715986,76047,608
Camila Vanegas,Eter Etílico,ARMENIA,De Los Ríos Val,Abierto,1938478,54277,384
Manuela Zapata,Eter Etílico,PEREIRA,Muriel Nat,Ingresado,2960000,82880
Valerie Zapata,Acido Sulfúrico,BOGOTA,Muriel Nat,Abierto,2165850,60643,8
Clara Sánchez,Kerosene,VALLEDUPAR,Ortiz Ger,Cerrado,2871000,80388
Valentina De Los Ríos,Cloruro de Amonio,BOGOTA,Zapata Nat,Ingresado,1603174,44888,872
Andrea Arenas,Alquitran,BOGOTA,Vanegas Cam,Cerrado,6071775,170009,7
Andrea Arenas,Eter Etílico,MEDELLIN,Zapata Val,Pendiente envío,1534500,42966
Nataly Muriel,Gas,PASTO,Cely Lui,Pendiente envío,1933803,54146,484
Juliana Pérez,Toluol,MANIZALES,Arenas And,Pendiente envío,23658901,662449,228
Natalia Zapata,Cloruro de Amonio,BOGOTA,Zapata Man,Abierto,2658416,74435,648
Nataly Muriel,Toluol,BOGOTA,Ortiz Ger,Abierto,1622502,45430,056
Valentina Alzate,Toluol,MEDELLIN,Gómez Man,Abierto,4328127,121187,556
Juan Cardona,Acetileno,MEDELLIN,Vanegas Cam,Cerrado,1479316,41420,848
Juan Cardona,Acetileno,BUCARAMANGA,Muriel Nat,Cerrado,9805531,274554,868
Natalia Zapata,Acetileno,BOGOTA,García Val,Pendiente envío,1387956,38862,768
Andrea Arenas,Acetileno,BOGOTA,Gómez Man,Abierto,2630894,73665,032
Juan Cardona,Alquitran,NEIVA,Zapata Nat,Abierto,1934506,54166,168
Juliana Pérez,Acido Sulfúrico,BOGOTA,Alzate Val,Abierto,3949571,110587,988
Valentina Alzate,Acetona ,MEDELLIN,Zapata Die,Pendiente envío,3394424,95043,872
Manuela Zapata,Acetileno,PEREIRA,Cely Lui,Pendiente envío,2827322,79165,016
Nataly Muriel,Eter Etílico,BOGOTA,García Val,Abierto,6225652,174318,256
Valentina Zapata,Cloruro de Amonio,MEDELLIN,Rodríguez Ale,Abierto,21000000,588000
Valentina Alzate,Acetona ,BOGOTA,Cardona Jua,Abierto,1849035,51772,98
Manuela Zapata,Acido Clorhidrico-Muriático,MEDELLIN,Vanegas Cam,Abierto,9490327,265729,156
Valerie Zapata,Acetileno,PASTO,Zapata Nat,Pendiente envío,1922526,53830,728
Valentina De Los Ríos,Acido Sulfúrico,BARRANQUILLA,Zapata Nat,Cerrado,5730400,160451,2
Nataly Muriel,Eter Etílico,VALLEDUPAR,García Val,Cerrado,1536199,43013,572
Natalia Zapata,Acetona ,SINCELEJO,Betancur Man,Abierto,1493845,41827,66
Valentina García,Kerosene,PASTO,Cely Lui,Cerrado,11650364,326210,192
Alejandro Rodríguez,Acetileno,MEDELLIN,Ortiz Ger,Cerrado,3000000,84000
Luisa Cely,Acetileno,BOGOTA,Rodríguez Ale,Abierto,1352093,37858,604
Manuela Betancur,Acido Sulfúrico,MEDELLIN,Zapata Nat,Abierto,3110010,87080,28
Juliana Pérez,Acido Sulfúrico,BOGOTA,Arenas And,Cerrado,3724569,104287,932
Alejandro Rodríguez,Acido Sulfúrico,MEDELLIN,Pérez Jul,Ingresado,2210000,61880
Alejandro Rodríguez,Cloruro de Amonio,PASTO,Arenas And,Abierto,1749945,48998,46
Manuela Gómez,Eter Etílico,MEDELLIN,Zapata Nat,Abierto,3330425,93251,9
Andrea Arenas,Cloruro de Amonio,PEREIRA,De Los Ríos Val,Abierto,2947537,82531,036
Luisa Cely,Cloruro de Amonio,BOGOTA,Ortiz Ger,Cerrado,1554920,43537,76
Cristián Grajales,Toluol,CALI,Ortiz Ger,Abierto,8797286,246324,008
Andrea Arenas,Alquitran,SINCELEJO,Zapata Nat,Ingresado,5617706,157295,768
Alejandro Rodríguez,Acetileno,CALI,Cely Lui,Abierto,6888022,192864,616
Valentina García,Alquitran,BARRANQUILLA,Pérez Jul,Pendiente envío,9880529,276654,812
Camila Vanegas,Alquitran,NEIVA,Betancur Man,Cerrado,2262055,63337,54
Camila Vanegas,Cloruro de Amonio,BOGOTA,Pérez Jul,Ingresado,1453188,40689,264
Diego Zapata,Acetileno,MEDELLIN,Zapata Man,Abierto,1422338,39825,464
Alejandro Rodríguez,Gas,BOGOTA,Alzate Val,Abierto,1980934,55466,152
Alejandro Rodríguez,Gas,NEIVA,Zapata Man,Abierto,3652394,102267,032
Valentina García,Gas,BOGOTA,Ortiz Ger,Pendiente envío,6328111,177187,108
Valerie Zapata,Eter Etílico,CARTAGENA,Grajales Cri,Pendiente envío,1663768,46585,504
Juliana Pérez,Acido Clorhidrico-Muriático,BOGOTA,Rodríguez Ale,Abierto,1779850,49835,8
Diego Zapata,Kerosene,CUCUTA,Pérez Jul,Abierto,1801232,50434,496
